venta_id,fecha,cliente_id,producto_id,cantidad,precio_unitario,canal
1258,2024-11-25,213,177,5,208.25,Tienda Física
1259,2025-02-05,829,188,1,414.44,Tienda Física
1260,2025-04-01,661,36,3,477.59,Tienda Física
1261,2025-04-04,848,118,2,210.77,Web
1262,2024-09-08,208,27,4,246.77,App Móvil
1263,2025-01-08,853,166,3,249.66,Web
1264,2025-05-12,920,151,4,530.26,Tienda Física
1265,2025-01-25,681,109,5,216.85,Web
1266,2024-08-22,418,94,4,528.15,Web
1267,2025-04-02,378,95,5,54.22,App Móvil
1268,2025-06-10,419,200,2,211.34,App Móvil
1269,2024-09-08,138,152,4,21.18,Tienda Física
1270,2025-06-13,129,152,2,18.66,Web
1271,2025-04-10,906,56,3,136.28,App Móvil
1272,2024-11-23,163,194,1,64.41,Web
1273,2024-10-30,805,98,2,96.59,Web
1274,2025-03-25,820,48,2,291.17,App Móvil
1275,2024-11-29,620,193,4,263.27,Tienda Física
1276,2024-11-10,545,14,3,505.16,Tienda Física
1277,2024-10-14,12,101,3,329.82,Web
1278,2025-02-23,240,8,2,133.05,App Móvil
1279,2024-12-07,312,14,5,514.73,Tienda Física
1280,2024-12-06,93,182,2,301.9,Web
1281,2024-12-28,709,26,5,307.54,Tienda Física
1282,2025-05-01,604,165,4,72.99,Tienda Física
1283,2024-11-06,358,96,5,480.26,Web
1284,2024-08-15,381,79,2,426.25,Tienda Física
1285,2025-02-25,860,132,5,201.24,Tienda Física
1286,2024-08-05,778,19,4,69.86,Web
1287,2025-02-16,211,157,2,72.33,Web
1288,2024-12-15,222,21,1,345.5,App Móvil
1289,2024-09-04,827,122,2,345.74,Tienda Física
1290,2024-10-21,455,74,1,378.77,Tienda Física
1291,2024-09-16,691,177,1,256.37,Web
1292,2025-01-31,135,143,1,154.61,Web
1293,2025-04-30,346,143,5,140.41,Web
1294,2024-07-24,368,83,1,167.75,Tienda Física
1295,2025-01-30,392,90,2,128.48,Web
1296,2024-09-12,550,46,1,129.22,Web
1297,2025-02-08,449,162,5,262.27,App Móvil
1298,2024-10-31,213,150,1,357.25,Tienda Física
1299,2025-01-22,208,67,4,25.07,Web
1300,2024-08-27,463,63,2,311.06,Tienda Física
1301,2025-04-06,108,147,2,151.48,Tienda Física
1302,2025-04-17,706,23,4,138.15,Web
1303,2025-05-02,21,157,4,62.21,Tienda Física
1304,2024-08-01,177,124,5,498.67,Web
1305,2024-07-29,844,148,5,66.16,Tienda Física
1306,2024-07-12,881,141,1,125.26,App Móvil
1307,2025-04-03,461,173,2,582.27,Tienda Física
1308,2025-05-09,423,98,5,113.82,Tienda Física
1309,2025-05-17,741,99,4,446.27,App Móvil
1310,2025-02-16,285,11,2,384.58,Tienda Física
1311,2024-07-29,402,35,3,540.3,App Móvil
1312,2024-07-15,903,198,1,25.36,Web
1313,2024-07-10,770,144,5,350.34,Tienda Física
1314,2025-04-28,454,27,1,262.67,App Móvil
1315,2025-05-29,616,59,2,352.6,Web
1316,2024-12-24,960,198,3,27.21,Tienda Física
1317,2024-11-14,573,198,1,25.11,App Móvil
1318,2024-11-04,119,167,3,563.45,Tienda Física
1319,2025-03-29,413,56,4,162.2,Web
1320,2024-10-27,444,178,1,88.31,Web
1321,2024-10-12,74,94,2,459.3,App Móvil
1322,2024-11-07,881,174,2,241.69,Tienda Física
1323,2025-04-15,265,142,5,155.72,Web
1324,2025-06-03,429,87,4,27.73,Tienda Física
1325,2025-03-26,934,136,5,376.71,App Móvil
1326,2024-12-20,191,67,3,23.41,Web
1327,2024-11-17,696,42,1,513.95,Web
1328,2025-04-16,138,121,1,31.26,Tienda Física
1329,2025-04-01,29,127,2,126.23,Web
1330,2025-04-30,674,115,2,570.91,Web
1331,2025-05-12,454,149,4,409.59,Web
1332,2024-09-20,535,160,2,421.36,Web
1333,2025-05-20,334,137,4,320.09,Tienda Física
1334,2025-01-09,390,26,3,263.84,Web
1335,2024-10-13,505,16,4,208.53,App Móvil
1336,2025-01-08,695,118,1,220.63,Web
1337,2024-08-20,662,154,1,290.31,App Móvil
1338,2024-07-16,399,11,1,348.69,Tienda Física
1339,2024-09-27,490,141,5,106.07,Tienda Física
1340,2025-03-09,354,123,1,48.83,App Móvil
1341,2025-01-17,988,166,5,193.78,Web
1342,2025-05-17,650,178,2,85.49,Web
1343,2024-09-17,127,49,3,123.29,App Móvil
1344,2025-04-08,257,1,5,137.47,Tienda Física
1345,2024-07-12,880,153,4,510.11,Web
1346,2025-01-03,153,77,4,352.98,Web
1347,2025-05-25,816,139,2,36.54,Web
1348,2025-06-03,392,143,2,160.52,Web
1349,2024-08-16,815,39,2,304.73,App Móvil
1350,2025-02-23,464,77,5,387.33,App Móvil
1351,2025-03-27,214,14,1,450.71,App Móvil
1352,2025-05-25,397,199,1,392.82,Tienda Física
1353,2024-07-14,369,164,1,437.05,App Móvil
1354,2025-01-28,37,140,2,72.84,Tienda Física
1355,2025-06-18,694,79,3,388.35,Tienda Física
1356,2025-03-06,374,198,3,27.65,App Móvil
1357,2024-10-23,993,6,5,373.82,Web
1358,2025-04-19,516,33,4,363.29,Web
1359,2025-01-27,513,78,5,159.7,Tienda Física
1360,2024-09-02,213,62,5,260.58,Tienda Física
1361,2024-11-10,741,172,5,56.92,Web
1362,2024-11-20,930,30,1,521.14,Tienda Física
1363,2025-04-14,229,115,5,456.46,Web
1364,2024-12-21,141,71,5,388.14,Tienda Física
1365,2024-09-02,826,12,5,5.85,App Móvil
1366,2025-04-15,406,137,2,342.57,App Móvil
1367,2025-04-03,834,1,4,138.48,App Móvil
1368,2025-02-20,892,2,5,9.32,App Móvil
1369,2025-03-30,580,76,1,351.61,Tienda Física
1370,2024-10-11,947,24,3,250.79,App Móvil
1371,2024-08-16,220,181,3,22.56,Web
1372,2024-09-18,710,157,3,78.11,Tienda Física
1373,2024-12-09,884,10,5,200.97,Tienda Física
1374,2024-06-30,201,78,5,157.7,Tienda Física
1375,2024-09-19,168,186,4,437.79,Web
1376,2025-04-22,422,173,1,527.22,Web
1377,2025-06-07,383,42,4,406.07,Web
1378,2025-05-12,88,45,5,162.99,App Móvil
1379,2024-10-11,663,148,5,66.52,Tienda Física
1380,2025-05-12,532,97,4,235.21,Web
1381,2025-05-22,161,175,1,204.03,Tienda Física
1382,2025-02-18,530,181,1,21.28,Tienda Física
1383,2025-04-29,974,99,1,368.54,Tienda Física
1384,2025-05-19,507,166,1,206.17,App Móvil
1385,2024-09-18,98,80,3,411.29,App Móvil
1386,2025-05-16,916,118,2,243.64,Tienda Física
1387,2025-06-03,929,145,2,456.05,App Móvil
1388,2024-08-14,836,176,5,208.85,Tienda Física
1389,2025-01-05,667,154,2,317.46,Web
1390,2025-02-10,391,28,4,249.83,Web
1391,2025-04-12,502,35,2,430.11,Tienda Física
1392,2025-05-11,911,171,4,406.7,Tienda Física
1393,2024-10-11,467,46,2,140.16,App Móvil
1394,2025-02-07,946,161,3,36.11,Tienda Física
1395,2025-03-29,253,166,3,230.78,Tienda Física
1396,2025-01-11,542,113,5,346.84,Web
1397,2024-10-07,790,162,2,230.28,Web
1398,2024-07-07,206,11,5,399.6,App Móvil
1399,2025-06-21,134,6,3,385.61,Tienda Física
1400,2025-04-16,441,184,3,163.09,Tienda Física
1401,2024-06-28,430,143,5,163.75,App Móvil
1402,2025-04-13,633,36,2,420.69,Tienda Física
1403,2024-07-17,343,131,4,416.65,Tienda Física
1404,2025-06-03,31,39,1,373.95,Web
1405,2024-08-16,233,94,3,505.39,Tienda Física
1406,2025-01-24,608,181,2,23.4,App Móvil
1407,2024-10-20,422,175,5,168.95,Web
1408,2025-03-02,464,135,1,386.25,Web
1409,2025-01-04,95,64,5,485.26,Tienda Física
1410,2024-07-28,960,24,1,237.33,App Móvil
1411,2024-09-19,26,113,4,351.75,Tienda Física
1412,2024-08-27,605,145,5,480.41,Web
1413,2025-02-15,134,117,2,32.51,App Móvil
1414,2024-09-18,675,70,5,38.27,App Móvil
1415,2025-05-15,866,170,2,32.73,App Móvil
1416,2024-10-15,407,24,3,218.93,App Móvil
1417,2025-05-01,478,139,1,29.16,App Móvil
1418,2025-01-16,90,90,1,156.33,App Móvil
1419,2024-10-12,693,43,3,465.6,Web
1420,2024-07-15,873,79,2,427.43,App Móvil
1421,2024-11-30,452,166,5,216.43,Web
1422,2024-12-15,863,179,2,460.81,Tienda Física
1423,2025-06-01,442,199,5,358.77,App Móvil
1424,2025-03-25,278,194,1,72.08,Web
1425,2025-03-17,668,187,2,53.95,Tienda Física
1426,2025-01-04,555,71,3,403.78,Tienda Física
1427,2024-12-18,202,169,5,428.16,Web
1428,2024-08-31,409,128,5,428.19,Tienda Física
1429,2025-02-18,391,191,2,245.4,App Móvil
1430,2025-03-02,454,198,3,26.13,Tienda Física
1431,2025-05-07,968,158,3,316.27,App Móvil
1432,2024-11-25,395,156,2,15.48,Web
1433,2024-07-18,208,188,3,448.49,Tienda Física
1434,2025-03-17,862,141,3,97.82,App Móvil
1435,2024-12-10,445,88,2,315.9,Web
1436,2025-05-06,694,115,1,526.84,Tienda Física
1437,2025-06-21,748,5,5,372.43,Tienda Física
1438,2025-06-02,254,36,5,373.82,Web
1439,2025-03-02,419,171,1,448.89,App Móvil
1440,2025-03-20,960,116,1,415.12,Web
1441,2024-07-22,973,9,2,553.96,App Móvil
1442,2025-01-26,864,139,3,36.5,App Móvil
1443,2025-02-05,859,108,2,177.72,Web
1444,2025-06-02,846,90,5,128.82,Web
1445,2025-06-18,53,184,1,151.82,Web
1446,2024-07-19,378,94,4,412.3,Web
1447,2025-01-20,416,172,5,48.32,App Móvil
1448,2025-02-26,883,170,2,30.42,Web
1449,2025-06-11,458,31,2,330.98,Tienda Física
1450,2025-05-06,771,161,4,31.46,Tienda Física
1451,2025-06-19,820,142,4,196.45,Tienda Física
1452,2025-05-01,297,1,3,133.0,App Móvil
1453,2025-02-10,615,196,4,75.56,Tienda Física
1454,2024-07-30,584,172,5,62.35,Tienda Física
1455,2024-10-05,333,153,4,491.93,App Móvil
1456,2024-08-20,915,61,3,524.7,App Móvil
1457,2025-05-20,700,194,5,76.72,Web
1458,2025-03-11,364,8,4,157.33,Web
1459,2024-09-16,437,200,4,250.17,App Móvil
1460,2025-01-28,639,26,5,268.94,Web
1461,2025-03-25,183,158,1,287.67,Tienda Física
1462,2024-12-09,566,37,1,511.16,App Móvil
1463,2024-10-04,416,123,1,42.69,App Móvil
1464,2024-08-30,750,118,1,226.17,App Móvil
1465,2025-03-06,297,130,3,463.36,Tienda Física
1466,2025-02-15,841,67,5,26.91,Web
1467,2025-05-18,339,119,5,157.05,App Móvil
1468,2024-08-06,793,124,5,400.41,App Móvil
1469,2025-01-01,55,28,3,231.45,Tienda Física
1470,2024-12-31,504,93,2,192.91,Web
1471,2024-10-13,295,90,5,143.21,App Móvil
1472,2025-04-13,144,168,1,6.2,Tienda Física
1473,2025-05-10,720,166,5,220.8,App Móvil
1474,2024-07-24,902,63,2,271.63,Tienda Física
1475,2024-10-02,242,49,2,129.87,Web
1476,2025-04-21,725,196,3,75.61,Web
1477,2025-05-24,4,34,1,139.91,Tienda Física
1478,2024-11-13,599,42,1,472.05,Web
1479,2024-09-14,599,115,4,475.1,Tienda Física
1480,2025-06-09,735,80,2,402.91,Web
1481,2025-05-10,686,189,5,180.72,Web
1482,2025-02-08,403,107,2,521.5,App Móvil
1483,2024-11-26,296,26,3,241.64,Tienda Física
1484,2025-03-06,679,25,3,351.67,App Móvil
1485,2025-06-01,52,134,5,220.73,Web
1486,2025-01-23,540,116,2,457.73,App Móvil
1487,2025-01-31,393,26,3,246.38,Tienda Física
1488,2024-12-28,192,168,2,6.44,Tienda Física
1489,2025-01-12,787,175,4,205.25,Tienda Física
1490,2025-06-17,533,176,1,187.44,Web
1491,2024-11-05,510,134,1,203.3,Tienda Física
1492,2025-03-17,312,101,2,363.92,Web
1493,2025-04-13,192,30,1,515.28,Tienda Física
1494,2025-05-07,353,90,2,132.38,App Móvil
1495,2025-05-15,992,105,1,78.48,Tienda Física
1496,2025-04-28,542,49,3,134.02,Tienda Física
1497,2024-10-14,114,30,4,480.22,Tienda Física
1498,2025-04-05,163,46,3,157.5,App Móvil
1499,2024-11-14,612,90,1,145.69,App Móvil
1500,2025-05-28,997,52,1,75.25,Web
1501,2025-05-06,800,188,3,423.22,Tienda Física
1502,2025-02-05,405,160,3,431.72,Tienda Física
1503,2025-05-19,208,3,1,478.42,Tienda Física
1504,2025-05-21,929,177,5,252.07,Tienda Física
1505,2024-08-01,252,173,1,523.05,Web
1506,2024-08-09,10,37,5,466.91,Web
1507,2025-02-28,597,44,4,22.89,Tienda Física
1508,2025-06-17,41,177,5,240.5,Tienda Física
1509,2025-01-06,211,143,3,143.13,Web
1510,2024-09-02,726,103,3,467.79,Tienda Física
1511,2024-08-27,168,190,2,190.14,Web
1512,2024-09-23,928,92,3,242.46,App Móvil
1513,2025-03-02,690,67,4,29.61,Web
1514,2025-04-09,489,50,5,38.6,Tienda Física
1515,2025-03-12,592,73,2,361.34,Tienda Física
1516,2025-04-16,570,135,5,465.48,Web
1517,2025-01-02,468,196,4,93.88,App Móvil
1518,2025-02-15,864,4,5,566.93,Web
1519,2025-02-27,94,73,1,359.01,Web
1520,2025-05-10,55,5,1,425.08,App Móvil
1521,2025-05-04,577,100,5,282.91,App Móvil
1522,2024-08-19,855,130,3,441.81,App Móvil
1523,2025-04-11,318,54,3,419.32,Web
1524,2025-01-08,104,53,1,121.64,Web
1525,2025-03-08,204,65,2,444.43,Web
1526,2025-03-13,40,123,4,47.29,App Móvil
1527,2024-07-18,808,186,2,419.66,App Móvil
1528,2024-12-06,773,78,1,129.94,Web
1529,2025-01-13,499,129,2,123.2,App Móvil
1530,2024-12-07,644,72,4,351.27,Tienda Física
1531,2025-06-23,899,47,3,542.79,Web
1532,2025-03-29,278,93,1,235.26,App Móvil
1533,2024-07-13,556,179,3,509.11,Tienda Física
1534,2025-04-21,627,127,5,100.92,Tienda Física
1535,2024-08-17,715,194,5,63.25,Web
1536,2024-09-08,919,151,5,519.53,Tienda Física
1537,2025-02-14,412,80,1,378.77,Web
1538,2024-11-15,888,200,2,247.45,App Móvil
1539,2025-06-19,653,13,1,60.57,App Móvil
1540,2024-10-13,373,72,2,415.59,App Móvil
1541,2025-04-22,673,133,4,66.91,Tienda Física
1542,2025-06-15,581,11,1,369.8,Tienda Física
1543,2024-07-05,408,37,3,446.75,Web
1544,2025-05-09,417,192,1,462.76,App Móvil
1545,2024-10-01,551,2,5,9.71,App Móvil
1546,2024-07-06,811,195,4,287.99,Tienda Física
1547,2024-12-25,250,159,5,99.72,Web
1548,2025-02-27,738,170,5,30.13,Tienda Física
1549,2025-02-05,505,182,3,345.37,Web
1550,2024-08-19,596,192,2,406.56,Tienda Física
1551,2024-12-06,534,41,1,262.71,Tienda Física
1552,2025-01-19,904,96,4,568.82,Tienda Física
1553,2024-12-05,945,53,5,153.79,App Móvil
1554,2025-03-17,458,102,3,310.46,App Móvil
1555,2024-07-30,355,138,5,158.36,Tienda Física
1556,2024-08-12,845,35,5,520.76,Tienda Física
1557,2024-07-24,567,142,1,189.36,Web
1558,2024-11-18,318,56,5,153.0,Web
1559,2025-04-06,513,87,1,32.06,Web
1560,2024-09-05,697,175,1,176.32,App Móvil
1561,2024-07-27,749,62,1,335.54,App Móvil
1562,2024-10-19,651,91,1,40.19,App Móvil
1563,2025-06-23,472,151,2,442.94,Tienda Física
1564,2024-09-04,206,181,3,20.45,App Móvil
1565,2024-12-18,502,128,1,376.46,App Móvil
1566,2024-11-07,19,116,1,517.56,Web
1567,2025-01-02,407,100,4,363.16,App Móvil
1568,2024-12-05,46,23,3,141.4,Web
1569,2025-03-31,706,155,2,150.51,Tienda Física
1570,2025-03-28,760,83,4,146.86,Web
1571,2024-10-31,32,113,4,360.64,Tienda Física
1572,2025-01-03,245,146,5,441.43,App Móvil
1573,2025-01-13,485,118,2,225.42,Tienda Física
1574,2024-09-14,818,176,4,201.09,Web
1575,2024-07-11,458,104,1,460.58,App Móvil
1576,2025-03-15,518,55,1,22.75,Web
1577,2024-08-02,816,81,1,519.48,Web
1578,2025-01-01,768,129,1,131.3,Web
1579,2024-07-07,19,155,2,160.16,App Móvil
1580,2024-07-24,850,30,5,534.63,Tienda Física
1581,2024-08-15,464,165,1,63.77,App Móvil
1582,2024-12-11,421,53,1,148.19,Tienda Física
1583,2024-07-23,284,170,3,31.08,App Móvil
1584,2024-11-05,756,114,3,446.31,Tienda Física
1585,2025-01-03,626,8,2,161.78,App Móvil
1586,2025-01-08,766,59,4,332.65,Tienda Física
1587,2024-10-18,8,129,4,140.9,App Móvil
1588,2024-12-01,464,133,5,79.58,Web
1589,2025-02-18,170,120,5,335.98,App Móvil
1590,2025-03-16,451,124,1,426.33,App Móvil
1591,2025-01-19,403,56,1,149.55,App Móvil
1592,2025-02-12,150,9,3,571.61,Tienda Física
1593,2025-05-07,707,118,5,221.88,App Móvil
1594,2025-01-12,98,113,5,301.22,App Móvil
1595,2024-10-18,231,1,1,120.1,App Móvil
1596,2025-04-03,833,25,2,354.58,Web
1597,2025-05-30,513,91,2,39.96,App Móvil
1598,2025-02-11,599,122,1,393.38,App Móvil
1599,2024-09-08,414,137,2,316.61,Tienda Física
1600,2024-07-21,349,30,4,404.32,App Móvil
1601,2024-12-17,936,83,1,180.89,Web
1602,2024-08-07,334,171,3,403.44,App Móvil
1603,2025-03-15,966,36,2,431.25,App Móvil
1604,2025-01-27,66,171,3,466.23,Tienda Física
1605,2025-04-21,848,68,2,317.23,Tienda Física
1606,2024-09-18,399,63,2,268.92,Web
1607,2025-01-13,619,191,2,187.92,App Móvil
1608,2024-10-17,181,172,5,60.33,App Móvil
1609,2025-02-07,682,52,2,84.61,Tienda Física
1610,2024-10-21,450,179,4,541.69,Tienda Física
1611,2025-01-22,531,110,4,108.38,App Móvil
1612,2024-09-05,669,23,1,131.23,Web
1613,2025-03-15,524,101,2,329.94,App Móvil
1614,2025-02-22,847,3,1,419.43,Tienda Física
1615,2024-12-09,591,167,4,511.06,Tienda Física
1616,2024-12-10,887,131,4,376.46,App Móvil
1617,2024-11-02,44,196,1,93.49,Web
1618,2024-09-15,571,152,1,22.3,App Móvil
1619,2025-05-03,573,189,4,206.35,Web
1620,2024-12-22,993,67,1,28.59,App Móvil
1621,2025-03-11,176,179,3,474.82,Tienda Física
1622,2025-05-16,584,49,3,118.33,Tienda Física
1623,2024-10-06,691,95,3,53.49,App Móvil
1624,2024-10-13,86,129,2,151.52,App Móvil
1625,2025-03-16,966,56,1,166.87,Web
1626,2024-11-29,736,132,2,171.13,Tienda Física
1627,2024-09-14,69,49,5,113.97,App Móvil
1628,2024-10-20,242,117,1,30.71,Web
1629,2025-04-05,16,32,1,165.26,App Móvil
1630,2024-11-08,726,39,3,367.05,Tienda Física
1631,2025-02-19,590,198,2,24.87,App Móvil
1632,2025-02-24,716,71,5,390.25,Tienda Física
1633,2025-01-04,81,21,2,309.76,App Móvil
1634,2025-04-12,78,189,2,210.11,Web
1635,2025-03-25,808,119,5,136.37,Web
1636,2025-06-08,784,57,5,294.21,Web
1637,2024-12-21,977,101,1,341.16,Web
1638,2024-07-14,829,98,1,114.29,App Móvil
1639,2024-09-09,804,22,2,261.28,Web
1640,2025-01-29,525,111,2,442.53,App Móvil
1641,2024-09-20,199,26,4,255.72,App Móvil
1642,2025-03-02,395,98,5,122.93,Web
1643,2024-08-05,688,130,2,543.12,Tienda Física
1644,2024-09-04,56,162,3,252.44,App Móvil
1645,2024-12-22,295,134,2,224.34,App Móvil
1646,2025-05-11,855,100,2,340.61,App Móvil
1647,2024-12-20,213,157,4,63.19,App Móvil
1648,2024-10-14,498,45,4,162.28,Tienda Física
1649,2024-10-10,973,149,5,375.82,App Móvil
1650,2024-11-09,579,7,3,394.3,Tienda Física
1651,2024-11-29,444,48,4,276.19,App Móvil
1652,2025-05-26,845,61,3,487.34,Web
1653,2024-08-26,834,130,1,430.61,App Móvil
1654,2024-07-23,325,177,4,217.56,App Móvil
1655,2024-10-23,349,191,3,242.4,Tienda Física
1656,2025-03-28,555,144,3,299.8,Tienda Física
1657,2025-03-18,816,27,4,242.3,Tienda Física
1658,2025-02-06,995,134,2,184.12,Tienda Física
1659,2024-10-29,594,41,5,254.34,App Móvil
1660,2025-05-13,36,105,3,95.04,Web
1661,2025-02-26,428,69,1,349.17,App Móvil
1662,2025-01-08,841,178,5,101.9,Web
1663,2025-03-12,141,65,1,429.98,Tienda Física
1664,2024-12-14,432,195,5,319.23,Web
1665,2024-09-04,739,162,5,253.93,Web
1666,2024-10-04,722,68,5,289.26,Web
1667,2024-10-01,686,155,2,134.55,Web
1668,2024-09-01,839,91,4,42.52,Tienda Física
1669,2025-01-09,679,150,2,385.95,Web
1670,2024-10-14,684,166,4,191.41,Web
1671,2024-10-28,459,64,4,477.1,Web
1672,2025-05-18,687,12,2,5.73,Tienda Física
1673,2024-09-03,302,19,2,64.37,Tienda Física
1674,2025-04-05,356,84,1,311.45,App Móvil
1675,2025-04-26,507,169,3,484.76,Tienda Física
1676,2024-12-30,749,129,2,130.28,Web
1677,2024-09-21,29,162,4,243.69,Tienda Física
1678,2024-11-13,543,142,2,200.86,Tienda Física
1679,2025-05-21,902,140,1,72.14,Web
1680,2024-11-11,467,40,5,201.03,Web
1681,2024-07-31,925,134,5,221.14,App Móvil
1682,2024-08-04,329,162,5,260.16,Tienda Física
1683,2025-01-04,925,186,3,385.81,App Móvil
1684,2025-06-21,723,166,5,225.23,Web
1685,2025-03-04,487,91,5,35.64,Web
1686,2024-12-05,143,111,1,445.81,App Móvil
1687,2024-08-26,554,64,2,458.48,Web
1688,2024-12-31,166,124,4,511.2,Tienda Física
1689,2024-07-23,658,168,3,6.74,App Móvil
1690,2025-04-18,280,96,3,525.56,Web
1691,2024-11-11,786,11,4,415.27,Web
1692,2024-08-01,51,78,1,143.33,Web
1693,2025-06-11,450,177,5,245.81,Web
1694,2025-06-27,519,31,3,410.07,Tienda Física
1695,2024-07-23,743,183,3,227.01,Web
1696,2024-10-28,198,115,3,460.69,Web
1697,2025-02-15,388,3,4,461.18,Tienda Física
1698,2025-02-21,617,19,1,56.34,App Móvil
1699,2024-08-28,425,92,3,214.14,Tienda Física
1700,2025-06-22,854,190,2,186.36,Web
1701,2024-09-24,159,132,3,203.52,Web
1702,2024-11-27,233,37,5,424.32,Web
1703,2024-08-08,985,162,3,205.99,Tienda Física
1704,2025-02-25,745,121,3,28.75,Web
1705,2024-11-27,867,50,1,34.83,Web
1706,2024-08-12,711,132,3,208.01,Web
1707,2025-06-01,904,69,3,303.76,App Móvil
1708,2024-10-24,621,132,4,172.49,App Móvil
1709,2024-12-18,517,109,2,192.38,Web
1710,2024-07-30,943,139,4,34.02,App Móvil
1711,2024-07-17,147,140,2,74.82,App Móvil
1712,2024-08-17,114,8,5,140.4,App Móvil
1713,2024-10-06,580,45,5,135.44,Tienda Física
1714,2025-02-18,167,23,3,162.8,Web
1715,2025-02-18,629,152,5,21.68,Web
1716,2024-10-01,843,129,4,134.66,Tienda Física
1717,2025-04-10,40,131,3,357.6,Web
1718,2025-05-23,204,66,3,571.67,Tienda Física
1719,2024-08-30,978,44,1,21.46,App Móvil
1720,2025-01-18,795,160,3,477.11,App Móvil
1721,2024-11-02,818,80,5,397.61,Web
1722,2025-01-19,518,13,3,54.7,App Móvil
1723,2024-07-04,613,164,4,469.87,App Móvil
1724,2024-09-03,540,19,3,52.8,Web
1725,2024-08-30,181,138,5,142.09,Tienda Física
1726,2024-08-21,23,10,3,204.4,App Móvil
1727,2025-05-13,19,174,4,196.56,Web
1728,2024-12-25,583,103,3,544.93,App Móvil
1729,2025-03-22,951,54,4,393.72,Tienda Física
1730,2024-09-03,271,69,2,313.32,Tienda Física
1731,2024-10-16,915,184,1,149.29,App Móvil
1732,2024-07-03,966,27,1,209.61,Tienda Física
1733,2024-06-27,876,117,2,33.23,Tienda Física
1734,2024-10-17,717,127,4,110.88,App Móvil
1735,2025-05-14,591,24,3,225.92,Tienda Física
1736,2025-06-02,196,106,1,153.42,Web
1737,2024-12-02,429,140,4,74.08,Web
1738,2025-01-25,738,187,5,44.92,Web
1739,2024-09-19,271,133,1,70.21,Tienda Física
1740,2024-12-11,115,95,2,48.71,Tienda Física
1741,2024-10-17,735,59,2,315.03,Web
1742,2024-08-31,416,92,1,231.44,Web
1743,2024-08-19,222,32,1,153.21,Tienda Física
1744,2025-01-30,52,167,3,536.91,App Móvil
1745,2024-09-28,453,187,2,54.06,Tienda Física
1746,2025-05-08,324,34,2,123.93,App Móvil
1747,2024-12-20,231,162,2,233.41,Web
1748,2025-05-21,315,132,5,173.53,Web
1749,2025-06-23,47,56,2,151.57,App Móvil
1750,2025-01-19,139,36,1,380.98,Tienda Física
1751,2024-09-02,491,17,2,123.69,Tienda Física
1752,2025-01-30,369,104,3,428.45,Web
1753,2025-05-24,686,194,1,59.38,App Móvil
1754,2024-10-18,910,47,3,572.48,Web
1755,2024-07-02,14,137,2,290.91,Web
1756,2024-11-30,778,134,2,187.12,Web
1757,2025-01-05,953,11,2,387.96,App Móvil
1758,2025-04-30,851,135,5,425.47,Web
1759,2025-05-24,41,14,1,526.48,App Móvil
1760,2025-02-28,774,85,4,82.69,Web
1761,2024-10-12,644,167,1,478.76,Web
1762,2024-12-06,880,31,3,338.1,Tienda Física
1763,2024-11-18,527,145,5,576.5,Web
1764,2025-01-03,981,124,4,396.16,App Móvil
1765,2024-07-28,676,145,2,544.42,App Móvil
1766,2025-05-09,611,143,5,143.84,Web
1767,2025-06-06,349,18,4,292.46,Tienda Física
1768,2025-06-02,629,171,2,472.27,App Móvil
1769,2024-10-03,962,51,3,206.12,Web
1770,2025-05-28,787,24,5,253.32,App Móvil
1771,2025-04-08,555,175,4,175.37,Web
1772,2025-03-13,957,101,1,371.59,Tienda Física
1773,2024-07-29,837,10,2,190.81,Web
1774,2024-11-04,721,174,4,201.41,Web
1775,2024-12-01,565,185,2,248.0,Tienda Física
1776,2025-04-27,346,173,4,569.59,App Móvil
1777,2024-11-29,99,20,3,27.24,Tienda Física
1778,2024-08-18,157,106,2,183.9,Tienda Física
1779,2025-01-05,840,75,1,122.74,App Móvil
1780,2025-03-07,418,48,4,238.86,Tienda Física
1781,2024-12-07,562,29,3,471.61,Tienda Física
1782,2024-08-04,658,46,2,152.5,App Móvil
1783,2024-09-04,449,132,2,184.49,App Móvil
1784,2024-11-17,909,178,5,100.78,Web
1785,2024-06-30,926,150,5,433.05,App Móvil
1786,2025-01-26,351,118,1,251.33,App Móvil
1787,2025-05-04,6,152,5,22.65,Tienda Física
1788,2024-08-04,70,79,2,372.3,Tienda Física
1789,2025-04-15,697,179,5,492.74,Tienda Física
1790,2025-03-14,588,139,2,36.72,Web
1791,2025-03-09,511,129,5,125.1,Tienda Física
1792,2024-10-17,78,133,3,76.89,App Móvil
1793,2025-01-03,339,50,1,33.32,App Móvil
1794,2025-06-20,250,41,5,256.58,App Móvil
1795,2025-02-14,499,47,1,527.14,Web
1796,2025-05-14,696,69,2,314.82,Tienda Física
1797,2024-08-15,140,3,3,390.16,Tienda Física
1798,2025-04-04,131,7,2,410.18,Tienda Física
1799,2024-11-24,477,57,2,280.68,Tienda Física
1800,2024-12-25,334,200,3,255.01,App Móvil
1801,2024-10-15,563,188,2,417.24,Tienda Física
1802,2024-09-06,289,157,5,69.73,App Móvil
1803,2024-12-15,177,80,3,456.41,Tienda Física
1804,2025-03-09,60,74,3,472.58,Tienda Física
1805,2024-12-03,46,88,1,313.44,Tienda Física
1806,2024-12-31,198,128,4,414.77,App Móvil
1807,2024-12-19,190,15,1,111.42,Web
1808,2024-11-30,489,133,2,81.45,Tienda Física
